id;value
598;Développeur web (senior)
599;Gestion, administration, marketing, coaching
600;Téléopératrice,télévendeuse ( débutante) ou secrétaire standardiste
601;Technicien de maintenance ( logiciel,matériel) 2ème niveau 
602;Ingénierie,commerce pétrolier , maintenance informatique , opérateur média
603;Directeur commercial , chef d'agence ( transit,logistique)
604;Chef comptable, ressources humaines
605;Technicien développement,application
606;Agent en logistique,transit
607;Assistante comptable,administrative , commerciale
608;Agent de transit import,export
609;Assistante administrative, commerciale
610;Superviseur web, assistante administrative,finance
611;Développeur web, développeur application mobile (senior)
612;Rédactrice web 
613;Emploi qui correspond a mon profil
614;Assistante administrative,financière , commerciale
615;Agent import -export
616;Assistante administrative,marketing , coaching
617;Téléopératrice,organisatrice événementielle
618;Assistante ressource humaine,financière, responsable logistique
619;Assistant comptable,administratif, commercial
620;Maintenance informatique, opérateur média
621;Agent relation client
622;Commerciale, téléopératrice (débutante)
623;Assistant comptable (débutant), magasinier
624;Secrétaire, caissière, responsable boutique
625;Commercial, marketing, communication
626;Assistante commerciale , agent d'accueil , formatrice
627;Modérateur web hispanophone, opérateur web hispanophone 
628;Modérateur web hispanophone,  interprète , traducteur hispanophone
629;Assistante  de direction
630;Assistante de direction , assistante juridique
631;Vendeuse ou commerciale
632;Agent de transit ou commerciale
633;Commerciale ou agent marketeur
634;Commerce,marketing, secrétaire, assistant
635;Ingénieur en génie chimique
636;Assistante administrative ou commerciale
637;Modérateur web hispanophone,  traducteur hispanophone
638;Responsable de maintenance,de production
639;Cadre de direction
640;Maintenance informatique
641;Testeur
642;Poste infirmière
643;Comptable ou assistant comptable 
644;Technicien en électronique,informatique industrielle (débutant)
645;Domaine informatique (maintenance informatique système sous Windows)
646;Maintenance informatique,
647;Infirmière
648;Technicien de maintenance informatique (débutant)
649;Responsable de production,commercial,technicien polyvalent
650;Agent de transit, agent logistique
651;Assistante administrative,financière, assistante commerciale
652;Technicien d'intervention pour un dépannage de réseau ou conseiller client
653;Assistante administrative germanophone, téléopératrice germanophone
654;Auditeur, comptable
655;Auditeur, comptable
656;Caissière ou secrétaire , projet  environnementale ou enquêtrice
657;Opérateur de saisi, dépanneur pc,maintenance informatique 
658;Conducteur machine, informaticien
659;Opérateur de saisi, maintenance informatique 
660;Formatrice
661;Agent en administration,finance
662;Commerciale ou opératrice de saisie
663;Chargé de clientèle ou responsable commercial
664;Commerciale ou assistante administrative,financière
665;Magasinier ou responsable maintenance
666;Secrétaire de direction ou enseignante
667;Assistante comptable 
668;Assistante comptable, caissière, ou assistante 
669;Responsable ou directeur 
670;Téléopérateur ou commercial (débutant)
671;Comptable ou gestionnaire de stock
672;Assistante de transit ou commerciale
673;Chargé de clientèle, réceptionniste,assistante de production
674;Chargé de clientèle,réceptionniste, assistante de production
675;Commercial. Coursier. Caissier.
676;Responsable sécurité
677;Comptable ou caissière
678;Technicien de maintenance logicielle (débutant)
679;Agent d'accueil
680;Assistante administrative,financière ou comptable
681;Logistique,comptable,chauffeur,n'importe
682;Responsable commercial, magasinier, agent administratif, assistant commercial
683;Agent d'accueil ou commerciale
684;Directeur de projet
685;Directeur d'hôtel
686;Relatif à mon profil
687;"Responsable relationnel d""activité"
688;Caissière ou secrétaire.
689;Chef comptable ou contrôleur interne
690;Commercial ou communication
691;Agent relation client ou responsable communication
692;Assistant import
693;Assistant transit
694;Sécurité, professeur d'anglais, téléopérateur, coordonnateur
695;Responsable de production ou qualité,chimiste,laborantin
696;Logistique,comptable,chauffeur
697;Responsable de maintenance ou responsable de production
698;Chef comptable, contrôleur interne.
699;Responsable commercial ou assistant commercial
700;Comptable ou assistante comptable 
701;Ressources humaines débutante
702;Commercial, hôtesse
703;Sécurité, professeur d'anglais, téléopérateur, coordonnateur
704;Contrôleur agricole
705;Poste à responsabilité
706;Domaine de l'agriculture ou environnement
707;Agent forfaitiste , agent de production
708;Secrétaire administrative
709;Comptable, gestionnaire de stocks, assistant en ressources humaines...
710;Caissière ou travailleuse sociale,environnementale
711;Administrateur système,réseaux (senior)
712;Conseiller clientèle ou commercial
713;Marketing,commerce international
714;Commerciale, hôtesse
715;Responsable relationnel d'activité
716;Domaine RH
717;Administration,ressources humaines
718;Administration,ressources humaines
719;Technicien systèmes électronique informatique
720;Responsable maintenance informatique (débutant)
721;Travailleur social ou téléopérateur (débutant)
722;Chef d'atelier mécanique
723;Développeur PHP
724;Superviseur de crédit ou analyste de crédit
725;Commercial ou assistant administratif,financier (débutant)
726;Directeur administratif,financier ou responsable administratif,financier
727;Comptable junior
728;Chargée de clientèle ou responsable commerciale
729;Chargé clientèle
730;Administration,management,commercial
731;Commerciale ou secrétaire
732;Assistant administratif ou assureur
733;Agriculteur ou agent environnemental
734;Commercial ou assistant de communication 
735;Tous ceux qui correspondent a mes études 
736;Responsable import,export,administration
737;Chauffeur ou coursier
738;Gestionnaire de stock ou magasinier
739;Chargé de recrutement
740;Livreur
741;Commercial ou assistant administratif,financier
742;Infirmière ou commerciale
743;Responsable sécurité ou agent de tourisme (guide)
744;Agent administratif ou commercial
745;Chauffeur livreur
746;Responsable financier
747;Responsable administratif,financier 
748;Secrétaire ou conseiller client ou caissier
749;Assistant,responsable de ressources humaines
750;Un chef d' atelier ,concepteur
751;Responsable import,export ou administration
752;Agent forfaitiste ou agent de production
753;Chargé clientèle ou caissière
754;Production,exploitation
755;Finances,administration ,logistique
756;Chargée de clientèle ou assistante RH ou comptable
757;Auditeur ou responsable communication
758;Opérateur de saisie, rédacteur web, assistant comptable débutant
759;Vendeuse commerciale
760;Cadre ou responsable
761;Vendeur
762;Commerciale,caissière
763;Opérateur de saisie (comptable ou autres), rédacteur web
764;Opérateur de saisie , rédacteur web
765;Informaticien, administration, technicien informatique,électronique
766;Logistique,chauffeur
767;Assistante RH ou comptable
768; Administration ,logistique
769;Technicien mécanique
770;Vendeuse, commercial
771;Consultant en informatique ou prestataire en informatique
772;Technicien informatique , administration système,réseaux
773;Opérateur de saisie,coursier,rédacteur web
774;(économie, sociale,environnement) relations internationales
775;PAOiste opérateur de saisie, dessinateur autocad, assistant cartographique
776;Statisticien, assistant administratif, assistant comptable, assistant chef de projet
777;Assistant chef de projet
778;Responsable des ressources humaines,responsable du personnel
779;Commercial ,  télé-opérateur
780;Commercial, responsable marketing
781;Opérateur de saisie, dessinateur 
782;Développeur PHP_ synphony 2
783;Technicien mécanique industrielle, maintenancier
784;Téléconseillère, assistante
785;Pâtissière 
786;Tout ce qui correspond à mon profil
787;Développeur PHP_ synphony 2, informaticien
788;Opératrice de saisie
789;Assistante de direction,secrétaire 
790;Dessinateur , directeur de projet BTP
791;Finances,administration logistique
792; Assistant administratif,assistant chef de projet
793;Référent qualité
794;Commercial,gouvernante
795;Opératrice de saisie, vendeuse
796;CDI
797;Technicien agricole ou de l'environnement
798;Contrôleur interne 
799;Responsable logistique & transite
800;Responsable de projet informatique, responsable de système d'information
801;Contrôleur interne , gestionnaire
802;Chauffeur livreurs
803;Tous
804;Chargée de recrutement
805;Technicien de maintenance logiciel avancé- technicien de maintenance informatique
806;Assistante administrative, secrétaire de direction
807;Technique industriel,production
808;Électromécanicien, technicien industrielle
809;Assistant projet
810;Secrétaire,caissière
811;Assistant comptable -assistant administration financier
812;Opérateur de saisie, online, OTD
813;Assistant comptable -assistant administratif financier
814;Commerçante
815;Responsable de  production,exploitation , responsable technique
816;Comptable , gestionnaire
817;Pâtissière,caissière
818;Assistante administrative,financière, assistante commerciale
819;Acheteur technique, comptable
820;Commerciale, gouvernante
821;Directeur de projet, juriste
822;Directeur commercial,marketing,responsable communication
823;Vendeuse -caissière
824;Département administratif financier contrôle
825;Comptable, contrôleur de gestion
826;Administration, textile, call center, ...
827;Poste commerciale
828;Tout ce qui concerne marketing,communication
829;Délégué médical
830;Poste d'encadrement
831;Responsable marketing,vente,pub
832;Animatrice radio,télé,événementielle
833;Hôtellerie
834;Assistant projet,consultant
835;Assistant chef de projet responsable de projet 
836;Environnement, aquaculture
837;Technicien en informatique,électronique,développeur
838;Technique industriel,production,technicien de maintenance
839;Caissière, gouvernante
840;Consultant, responsable marketing,communication
841;Responsable logistique & transit,conseiller juridique
842;Conducteur de travaux BTP- ingénieur d'études BTP 
843;Responsable logistique,transit,conseiller juridique
844;Chargée de recrutement,responsable ressources humaines
845;Chargé de recrutement,responsable ressources humaines
846;Conseiller clientèle -téléopérateur
847;Comptable junior,conseillère clientèle
848;Monteur vidéo,journaliste reporter d'images,traitement des donnés
849;Développeur PHP,administrateur système réseaux (débutant)
850;Secrétaire administrative,comptable
851;Commercial -agent de transit
852;Responsable logistique,responsable marketing
853;Sous chef boulanger
854; Responsable commercial itinéraire
855;Administration, téléopérateur
856; Responsable commercial
857;Responsable de production, commercial
858;Secrétaire administrative -commerciale
859; Responsable marketing,communication
860;Marketing,communication- commerciale
861;Bâtiment,travaux publics
862;Responsable marketing,communication, responsable de projet
863;Chargé clientèle- chargé d’accueil
864;Comptable-auditeur
865;Chef boulanger,responsable qualité
866;Poste d'ingénieur
867;Ingénieure de production- directeur de projet
868;Chef de projet- responsable de projet
869;Conseiller client
