id;value
934;R Studio
935;Pascal
936;COSOL Multiphysics
937;Simplorer
938;Android studio
939;SQL Server
940;JavaFX scene Builder
941;JetBrains
942;Visual Studio 2017
943;FL Studio
944;Nuendo
945;Sonar X3
946;Adobe After effect
947;pmapper
948;MySQL
949;MapServer
950;ILWIS
951;Symphony2
952;Hiberbnate
953;Netbeans
954;SublimText
955;Tomcat
956;Jboss
957;Glassfish
958;JSP
959;MOBAC
960;ADOBE ILLUSTRATOR
961;Angular JS
962;React jS
963;gumby
964;ISBA
965;AMPLITUDE SOPRA BANKING
966;proxmox
967;gantt project
968;Langage de programmation
988;Qelectrotech
976;Adobe audition
989;Analyse et Conception Orienté Objet avec modélisation UML
979;Adobe Encore CS6
980;sphynx
981;Sqlite
982;Django
983;GOAUTODIALE
985;MEAN Stack
986;TALLY logiciel compta
990;TOMPRO
991;xero
992;ENVI
993;Geosoft
994;Open ERP
995;Gimp
996;ipfirefirewall
997;Ipfire firewall
998;HTML5  CSS3
999;Javascript
1000;Php Mysql
1001;Microsoft Project
1002;Powerpoint
1003;CodeIgniter
1004;Ecodial
1005;Matlab simulink
1006;Retscreen
1007;ZENDESK
1008;Artlantis
1009;Hardware
1010;Orchestra
1011;Fidelio
1012;PI logiciel pourla restaurationl restauration
1013;Home plan Pro
1014;OGC
1015;JOVTRACK
1016;MyEcodial
1017;Rapsodie
1018;Micro Fidelio
1019;Ciel compta
1020;sage x3
1021;Tolopax 2.0
1022;sage compta 1000
1030;TEMENOS
1024;Hyper V
1025;Vbox
1026;EXCEL
1027;ERP5
1028;cielcompta
1029;Microsoft Visio
1031;COSACS
1032;BUSINESS OBJECT
1033;SIGFP
1034;ERP
1035;Css
1036;Gestion de Maintenance Assisté par Ordinateur
1037;Enterprise Asset Management EAM
1038;Rio GMAO
1039;selenium
1040;python
1041;office
1042;shell
1043;linux et windows server
1044;cloud computing
1045;Bordereau de suivi de gargaison
1046;Bordereau de suivi des cargaisons
1047;Le Système Intégré de Gestion des Opérations de Change
1048;GESTION DE STOCK
1049;myposs
1050;Logiciels enquetes
1051;traitement de données
1052;Traitements de données
1053;Anadefi 32
1054;JIRA
1055;Lotus
1056;ISIS Proteus
1057;MPLAB
1058;MATLAB
1059;visual basic
1060;Cubase Studio One  Sound Forge
1061;quadratus comptabilite
1062;Cubase
1063;Presonus Studio One
1064;Sound Forge
1065;sage compta 100
1066;Amadeus
1067;AUTODESK MAYA
1068;Mapinfo
1069;php
1070;ebp back office
1071;Ms Project
1072;xamp server
1073;Sage Immobilisation
1074;gimp
1075;power point
1076;NETSCAP NAVIGATOR
1077;Microsoft SQL Server
1078;bureautiques
1079;Notepad
1080;PHPEdit
1081;Odoo Geoengine
1082;Tiger
1083;Ingenosia
1084;Sage gescom
1085;word 2007
1086;ABILITY
1087;internet
1088;Ciel Gestion Commerciale
1089;Openflex
1090;LPF
1091;Loan Performer
1092;P STAR
1093;PAIE STAR
1094;magix
1095;Loan perfomer
1096;burauetique
1097;bureautique
1098;ERP X3
1099;SMART RH
1100;GPAO
1101;pinnacle studio
1102;Microsoft office
1103;geostab
1104;Balsamiq Mockup
1105;JQuery
1106;Google Earth
1107;Sage gestion Commerciale
1108;finish time
1109;cybera serveur
1110;Bureautique sous Windows
1111;Altéa customer management
1112;Sage gescom i7
1113;IGOR
1114;Sony vegas pro
1116;C++
1117;saga
1118;Cegid
1119;Eviews
1120;Data base
1121;3ds max
1122;google map
1123;photoshop
1124;SPSS
1125;Tanagra
1126;Revit
1127;Sydonia
1128;Atlassian JIRA
1129;Sun Solaris
1130;Powershell
1131;Bash Scripting
1132;Alfresco
1133;Microsoft Sharepoint
1134;arcgis
