id;value
591;Pratique le sport (tennis ,Boxe) ,écoute la musique(jazz surtout),aime lire et le jardinage ,un atout majeur en art culinaire,et bricolage 
592;Lecture, film, internet, musique
593;volleyball
594;sport: ping pong, foot, basket, art martiaux
595;Musique danse patisserie
596;Esprit d'équipe, sérieuse, dynamique, ponctuelle
597;Danse, natation, lecture, promenade
598;Lire les livres, jeux de société , chanter, danser, cuisiner
599;Musique, sport, chant
600;Internet, Tennis de Table, Music
601;affilié au comité des entraîneurs de basketball de Madagascar
602;MUSIC, BASKET BALL, DESSIN, MODE
603;Aikido, football, lecture, guitare, documentaires
604;voyage, sport, lecture 
605;Musique, basket ball
606;Musiqu, lecture
607;Lire, Jeux Vidéos, Chanter, piano, guitare, Music
608;LECTURE - JEUX EDUCATIFS 
609;
610;Handball, football, musique, scoutisme
611;Musique, danse, patisserie
612;Internet, Tennis de Table, Musique
613;Internet, Basket ball, Natation, Cinema, Sortir, Ballade, Voyage
614;jeu d'echec, Bricolage
615;"Sport : basket ball;volley ball;hand ball- Loisirs: Lecture, Danse;théatre "
616;basket balll,football,karate
617;Basket, musique, lecture, baby-sitting
618;Football, Music
619;Sport : basket ball, volley ball, hand ball, lecture, danse 
620;football,recherche sur internet
621;Musique, jeux vidéo, lecture, basketball, scoutisme
622;Football, Basket, belote
623;Football, Basket ball, belote
624;Sports, Documentation sur Internet, Voyager
625;natation et musique
626;Informatique-Internet-Jeux Vidéos-Musique-Sport
627;Guitariste chanteur 
628;Nouvelles technologies d'information et de communication
629;
630;voyage, lecture, cuisine, tennis
631;musique,Faire des aventure,Danse,Odinateur
632;Vie associative et sport
633;Basket Ball, Lecture et musique
634;President du Tanoza ZANAPIA
635;Football, Music, rugby, musique
636;Membre d'une association
637;"Membre de la Chorale; Musique"
638;Vitesse de frappe 10000 caractères par heures
639;Lecture, music, Narratrice des theatres radiophonique
640;cuisine,voyage
641;NTIC
642;Formation, Voyage, Musique, Jeux video
643;Membre de Chorale 
644;Basket Ball, tennis, auto moto (préparation mécanique), rallye virtuel, musique, Light room
645;Musique , lecture
646;voyage/musique
647;joué Basketball et football 
648;Chanter , Basketball
649;basket- ball ,belote,Actualités culturelles, socio-économiques locales et internationales
650;•	Course à pied. •	Nouvelles technologies. •	Montages vidéos. •	Voyages et les échanges multi-culturelles. 
651;Lecture - cuisine - voyage
652;Activités extra-professionnelles : pratique le “Kabary Malagasy”, organisateur d’événement. •	Sports: foot-ball, basket-ball, tennis de table.
653;Lecture, voyage, drama coréen
654;Basketball et football 
655;Culture, voyage, musique,Volleyball, Football 
656;Sport : foot, basket, athletisme, boxe, théâtre
657;Dynamique, efficace, ponctuelle, apte à travailler en équipe, souriante, communicative et sociable
658;Formation Scientifique (Diplôme CAPEN Filières Sciences Naturelles)
659;Concepteur et présentateur de l’émission Eco zoom sur Dream’in Chef de groupe Choral au sein de notre église. Bloggeur au sein de la plateforme Google adsence. Membre de la groupement des entrepreneurs Malagasy 
660;NTIC - Lecture -natation – danse de salon – mots fléchés
661;Danse, basketball, Lecture, films, musique, documentaires.
662;Danse, basketball, Lecture, films, musique, documentaires, Membre des « OEuvre de Bien Faisances », TA.FI.KA dans l’EKAR
663;•	Sportif •	Serveur •	Animateur  •	Sociable  •	Loisir : lecture, cinema, basket-ball, etc…
664;Basket-ball, natation, cuisine
665;Natation,Booking,Musique
666;Sportif ,Serveur, Animateur, Sociable,lecture, cinema, basket-ball
667;Volley- Basket ball , musique
668;sport basket (entrainneur et Arbitre)
669;tendence-internet-voyage
670;sports mecaniques
671;FOOT
672;Sport (natation)
673;Lecture et Sport
674;Football, Pétanque
675;naviguer sur l’internet, dépannage, Bricolage,Football, Musculation, Natation,
676;Basket-ball, volley-ball
